Publisher Name,URL,Brand Search Volume,Domain Type,Classifier-A1
KTVQ,ktvq.com/,"14,800",Content Focused (CF),Local Publication (LP)
Star Gazette,stargazette.com/,"14,800",Content Focused (CF),Local Publication (LP)
Zanesville Times Recorder,zanesvilletimesrecorder.com/,"14,800",Content Focused (CF),Local Publication (LP)
ABC 30,abc30.com/,"14,800",Content Focused (CF),Local Publication (LP)
Fremont Tribune,fremonttribune.com/,"14,800",Content Focused (CF),Local Publication (LP)
Lex 18,lex18.com/,"14,800",Content Focused (CF),Local Publication (LP)
Lompoc Record,lompocrecord.com/,"14,800",Content Focused (CF),Local Publication (LP)
Magic Valley,magicvalley.com/,"14,800",Content Focused (CF),Local Publication (LP)
My Fox 8,myfox8.com/,"14,800",Content Focused (CF),Local Publication (LP)
Trib,trib.com/,"14,800",Content Focused (CF),Local Publication (LP)
WN,wn.com/,"14,800",Content Focused (CF),Local Publication (LP)
Boston 25 news,boston25news.com/,"14,800",Content Focused (CF),Local Publication (LP)
CB Insights,cbinsights.com/,"14,800",Content Focused (CF),Local Publication (LP)
Citizen Times,citizen-times.com/,"14,800",Content Focused (CF),Local Publication (LP)
Express News,expressnews.com/,"14,800",Content Focused (CF),Local Publication (LP)
Fox 16,fox16.com/,"14,800",Content Focused (CF),Local Publication (LP)
Fox 21 News,fox21news.com/,"14,800",Content Focused (CF),Local Publication (LP)
Morning Journal,morningjournal.com/,"14,800",Content Focused (CF),Local Publication (LP)
Pasadena Star News,pasadenastarnews.com/,"14,800",Content Focused (CF),Local Publication (LP)
Redding,redding.com/,"14,800",Content Focused (CF),Local Publication (LP)
Denver 7,thedenverchannel.com/,"14,800",Content Focused (CF),Local Publication (LP)
The Gazette,thegazette.com/,"14,800",Content Focused (CF),Local Publication (LP)
Washingtonian,washingtonian.com/,"14,800",Content Focused (CF),Local Publication (LP)
Wesh 2,wesh.com/,"14,800",Content Focused (CF),Local Publication (LP)
Western Journal,westernjournal.com/,"14,800",Content Focused (CF),Local Publication (LP)
Wood TV,woodtv.com/,"14,800",Content Focused (CF),Local Publication (LP)
WRBL,wrbl.com/weather,"14,800",Content Focused (CF),Local Publication (LP)
WXOW,wxow.com/,"14,800",Content Focused (CF),Local Publication (LP)
Daily Chronicle,daily-chronicle.com/,"12,100",Content Focused (CF),Local Publication (LP)
KASA,kasa.com/,"12,100",Content Focused (CF),Local Publication (LP)
Observer Today,observertoday.com/,"12,100",Content Focused (CF),Local Publication (LP)
WTMJ,wtmj.com/,"12,100",Content Focused (CF),Local Publication (LP)
EyeWitness,abc7ny.com/,"12,100",Content Focused (CF),Local Publication (LP)
Atlanta Black Star,atlantablackstar.com/,"12,100",Content Focused (CF),Local Publication (LP)
Beatrice Daily Sun,beatricedailysun.com/,"12,100",Content Focused (CF),Local Publication (LP)
Muscatine Journal,muscatinejournal.com/,"12,100",Content Focused (CF),Local Publication (LP)
Napa Valley Register,napavalleyregister.com/,"12,100",Content Focused (CF),Local Publication (LP)
Big Country Homepage,bigcountryhomepage.com/,"12,100",Content Focused (CF),Local Publication (LP)
The Denver Post,denverpost.com/,"12,100",Content Focused (CF),Local Publication (LP)
Herald Tribune,heraldtribune.com/,"12,100",Content Focused (CF),Local Publication (LP)
KGET,kget.com/,"12,100",Content Focused (CF),Local Publication (LP)
KTNV,ktnv.com/,"12,100",Content Focused (CF),Local Publication (LP)
NBC Philadelphia,nbcphiladelphia.com/,"12,100",Content Focused (CF),Local Publication (LP)
Press Citizen,press-citizen.com/,"12,100",Content Focused (CF),Local Publication (LP)
Texas Monthly,texasmonthly.com/,"12,100",Content Focused (CF),Local Publication (LP)
WCBI,wcbi.com/,"12,100",Content Focused (CF),Local Publication (LP)
WTSP,wtsp.com/,"12,100",Content Focused (CF),Local Publication (LP)
CBS 6 Albany,cbs6albany.com/,"9,900",Content Focused (CF),Local Publication (LP)
2 News,counton2.com/,"9,900",Content Focused (CF),Local Publication (LP)
KTEN,kten.com/,"9,900",Content Focused (CF),Local Publication (LP)
KTEN,kten.com/,"9,900",Content Focused (CF),Local Publication (LP)
News 4 San Antonio,news4sanantonio.com/,"9,900",Content Focused (CF),Local Publication (LP)
Portland Tribune,portlandtribune.com/,"9,900",Content Focused (CF),Local Publication (LP)
The Southern,thesouthern.com/,"9,900",Content Focused (CF),Local Publication (LP)
WGXA,wgxa.tv/,"9,900",Content Focused (CF),Local Publication (LP)
13 News Now,13newsnow.com/,"9,900",Content Focused (CF),Local Publication (LP)
ABQ Journal,abqjournal.com/,"9,900",Content Focused (CF),Local Publication (LP)
Boston Magazine,bostonmagazine.com/,"9,900",Content Focused (CF),Local Publication (LP)
City Journal,city-journal.org/,"9,900",Content Focused (CF),Local Publication (LP)
KFYR TV,kfyrtv.com/,"9,900",Content Focused (CF),Local Publication (LP)
KOB 4,kob.com/,"9,900",Content Focused (CF),Local Publication (LP)
OC Weekly,ocweekly.com/,"9,900",Content Focused (CF),Local Publication (LP)
Philly Voice,phillyvoice.com/,"9,900",Content Focused (CF),Local Publication (LP)
The News Tribune,thenewstribune.com/,"9,900",Content Focused (CF),Local Publication (LP)
WJCL,wjcl.com/,"9,900",Content Focused (CF),Local Publication (LP)
City of Madison,cityofmadison.com/,"8,100",Content Focused (CF),Local Publication (LP)
Evening Sun,eveningsun.com/,"8,100",Content Focused (CF),Local Publication (LP)
Fox 17 Nashville,fox17.com/,"8,100",Content Focused (CF),Local Publication (LP)
Hattiesburg American,hattiesburgamerican.com/,"8,100",Content Focused (CF),Local Publication (LP)
NBC Montana,nbcmontana.com/,"8,100",Content Focused (CF),Local Publication (LP)
The Dickinson Press,thedickinsonpress.com/,"8,100",Content Focused (CF),Local Publication (LP)
The Garden Island,thegardenisland.com/,"8,100",Content Focused (CF),Local Publication (LP)
WPSD Local 6,wpsdlocal6.com/,"8,100",Content Focused (CF),Local Publication (LP)
AZ Daily Sun,azdailysun.com/,"8,100",Content Focused (CF),Local Publication (LP)
CBS Austin,cbsaustin.com/,"8,100",Content Focused (CF),Local Publication (LP)
Elko Daily,elkodaily.com/,"8,100",Content Focused (CF),Local Publication (LP)
KMPH,kmph.com/,"8,100",Content Focused (CF),Local Publication (LP)
MT Standard,mtstandard.com/,"8,100",Content Focused (CF),Local Publication (LP)
NBC Montana,nbcmontana.com/,"8,100",Content Focused (CF),Local Publication (LP)
Ravalli Republic,ravallirepublic.com/,"8,100",Content Focused (CF),Local Publication (LP)
10 TV,10tv.com/,"8,100",Content Focused (CF),Local Publication (LP)
Austin 360,austin360.com/,"8,100",Content Focused (CF),Local Publication (LP)
CBS 19,cbs19.tv/,"8,100",Content Focused (CF),Local Publication (LP)
Gazette Times,gazettetimes.com/,"8,100",Content Focused (CF),Local Publication (LP)
Great Bend Tribune,gbtribune.com/,"8,100",Content Focused (CF),Local Publication (LP)
Herald Democrat,heralddemocrat.com/,"8,100",Content Focused (CF),Local Publication (LP)
IBJ,ibj.com/,"8,100",Content Focused (CF),Local Publication (LP)
NBC Los Angeles,nbclosangeles.com/,"8,100",Content Focused (CF),Local Publication (LP)
Reno Gazette Journal,rgj.com/,"8,100",Content Focused (CF),Local Publication (LP)
San Diego Reader,sandiegoreader.com/,"8,100",Content Focused (CF),Local Publication (LP)
Wilmington Star News,starnewsonline.com/,"8,100",Content Focused (CF),Local Publication (LP)
The Intelligencer,theintelligencer.com/,"8,100",Content Focused (CF),Local Publication (LP)
The Oakland Press,theoaklandpress.com/,"8,100",Content Focused (CF),Local Publication (LP)
WPSD Local 6,wpsdlocal6.com/,"8,100",Content Focused (CF),Local Publication (LP)
WUSA,wusa9.com/,"8,100",Content Focused (CF),Local Publication (LP)
ABC News 4,abcnews4.com/,"6,600",Content Focused (CF),Local Publication (LP)
CBS 42,cbs42.com/,"6,600",Content Focused (CF),Local Publication (LP)
Federal Times,federaltimes.com/,"6,600",Content Focused (CF),Local Publication (LP)
Fox 2 Now,fox2now.com/,"6,600",Content Focused (CF),Local Publication (LP)
KRMG,krmg.com/,"6,600",Content Focused (CF),Local Publication (LP)
NBC 26,nbc26.com/,"6,600",Content Focused (CF),Local Publication (LP)
Nevada Appeal,nevadaappeal.com/,"6,600",Content Focused (CF),Local Publication (LP)
The Baynet,thebaynet.com/,"6,600",Content Focused (CF),Local Publication (LP)
Daily Journal Online,dailyjournalonline.com/,"6,600",Content Focused (CF),Local Publication (LP)
Fox 2 Now,fox2now.com/,"6,600",Content Focused (CF),Local Publication (LP)
Fox Baltimore,foxbaltimore.com/,"6,600",Content Focused (CF),Local Publication (LP)
Pix 11,pix11.com/,"6,600",Content Focused (CF),Local Publication (LP)
Q13 Fox,q13fox.com/,"6,600",Content Focused (CF),Local Publication (LP)
Up North Live,upnorthlive.com/,"6,600",Content Focused (CF),Local Publication (LP)
WACH,wach.com/,"6,600",Content Focused (CF),Local Publication (LP)
CBS 17,cbs17.com/,"6,600",Content Focused (CF),Local Publication (LP)
The Columbus Dispatch,dispatch.com/,"6,600",Content Focused (CF),Local Publication (LP)
WTLV,firstcoastnews.com/,"6,600",Content Focused (CF),Local Publication (LP)
Santa Barbara Independent,independent.com/,"6,600",Content Focused (CF),Local Publication (LP)
NBC 26,nbc26.com/,"6,600",Content Focused (CF),Local Publication (LP)
Ruidoso News,ruidosonews.com/,"6,600",Content Focused (CF),Local Publication (LP)
WBTW News 13,wbtw.com/,"6,600",Content Focused (CF),Local Publication (LP)
WHAS 11,whas11.com/,"6,600",Content Focused (CF),Local Publication (LP)
THe Leaf Chronicle,theleafchronicle.com,"6,600",Content Focused (CF),Local Publication (LP)
ABC 57,abc57.com/,"5,400",Content Focused (CF),Local Publication (LP)
Nashville Post,nashvillepost.com/,"5,400",Content Focused (CF),Local Publication (LP)
NBC 29,nbc29.com/,"5,400",Content Focused (CF),Local Publication (LP)
WAND TV,wandtv.com/,"5,400",Content Focused (CF),Local Publication (LP)
WIBC,wibc.com/,"5,400",Content Focused (CF),Local Publication (LP)
Fox 6 Now,fox6now.com/,"5,400",Content Focused (CF),Local Publication (LP)
WGNO,wgno.com/,"5,400",Content Focused (CF),Local Publication (LP)
ABC 27,abc27.com/,"5,400",Content Focused (CF),Local Publication (LP)
The Daily Signal,dailysignal.com/,"5,400",Content Focused (CF),Local Publication (LP)
The Island Packet,islandpacket.com/,"5,400",Content Focused (CF),Local Publication (LP)
Palm Beach Daily News,palmbeachdailynews.com/,"5,400",Content Focused (CF),Local Publication (LP)
Palo Alto Online,paloaltoonline.com/,"5,400",Content Focused (CF),Local Publication (LP)
Atlanta Magazine,atlantamagazine.com/,"4,400",Content Focused (CF),Local Publication (LP)
Bakersfield Now,bakersfieldnow.com/,"4,400",Content Focused (CF),Local Publication (LP)
Boise Weekly,boiseweekly.com/,"4,400",Content Focused (CF),Local Publication (LP)
Crains Cleveland,crainscleveland.com/,"4,400",Content Focused (CF),Local Publication (LP)
KFBB,kfbb.com/,"4,400",Content Focused (CF),Local Publication (LP)
KOAM TV,koamtv.com/,"4,400",Content Focused (CF),Local Publication (LP)
KSPR,kspr.com/,"4,400",Content Focused (CF),Local Publication (LP)
The News Star,thenewsstar.com/,"4,400",Content Focused (CF),Local Publication (LP)
The Trumpet,thetrumpet.com/,"4,400",Content Focused (CF),Local Publication (LP)
WDEF,wdef.com/,"4,400",Content Focused (CF),Local Publication (LP)
WICZ,wicz.com/,"4,400",Content Focused (CF),Local Publication (LP)
Bakersfield Now,bakersfieldnow.com/,"4,400",Content Focused (CF),Local Publication (LP)
Federal News Network,federalnewsnetwork.com/,"4,400",Content Focused (CF),Local Publication (LP)
KXLH,kxlh.com/,"4,400",Content Focused (CF),Local Publication (LP)
WCHS TV,wchstv.com/,"4,400",Content Focused (CF),Local Publication (LP)
WDEF,wdef.com/,"4,400",Content Focused (CF),Local Publication (LP)
25 News,week.com/,"4,400",Content Focused (CF),Local Publication (LP)
WFTS,abcactionnews.com/,"4,400",Content Focused (CF),Local Publication (LP)
The Repository,cantonrep.com/,"4,400",Content Focused (CF),Local Publication (LP)
CBS 46,cbs46.com/,"4,400",Content Focused (CF),Local Publication (LP)
KGWN,kgwn.tv/,"4,400",Content Focused (CF),Local Publication (LP)
KVRR,kvrr.com/,"4,400",Content Focused (CF),Local Publication (LP)
MyTwinTiers,mytwintiers.com/,"4,400",Content Focused (CF),Local Publication (LP)
NBC Miami,nbcmiami.com/,"4,400",Content Focused (CF),Local Publication (LP)
PJ Star,pjstar.com/,"4,400",Content Focused (CF),Local Publication (LP)
Washington City Paper,washingtoncitypaper.com/,"4,400",Content Focused (CF),Local Publication (LP)
WEAU 13,weau.com/,"4,400",Content Focused (CF),Local Publication (LP)
My Northwest,mynorthwest.com/,"3,600",Content Focused (CF),Local Publication (LP)
Democrat Herald,democratherald.com/,"3,600",Content Focused (CF),Local Publication (LP)
Dover Post,doverpost.com/,"3,600",Content Focused (CF),Local Publication (LP)
Jackson Free Press,jacksonfreepress.com/,"3,600",Content Focused (CF),Local Publication (LP)
JD News,jdnews.com/,"3,600",Content Focused (CF),Local Publication (LP)
Kait 8,kait8.com/,"3,600",Content Focused (CF),Local Publication (LP)
News Sentinel,news-sentinel.com/,"3,600",Content Focused (CF),Local Publication (LP)
Toledo News Now,toledonewsnow.com/,"3,600",Content Focused (CF),Local Publication (LP)
WUWM,wuwm.com/,"3,600",Content Focused (CF),Local Publication (LP)
WVXU,wvxu.org/,"3,600",Content Focused (CF),Local Publication (LP)
Democrat Herald,democratherald.com/,"3,600",Content Focused (CF),Local Publication (LP)
Pacific Standard,psmag.com/,"3,600",Content Focused (CF),Local Publication (LP)
The T and D,thetandd.com/,"3,600",Content Focused (CF),Local Publication (LP)
The BellingHam Herald,bellinghamherald.com/,"3,600",Content Focused (CF),Local Publication (LP)
The Clarion Ledger,clarionledger.com/,"3,600",Content Focused (CF),Local Publication (LP)
The Fresno Bee,fresnobee.com/,"3,600",Content Focused (CF),Local Publication (LP)
KGNS,kgns.tv/,"3,600",Content Focused (CF),Local Publication (LP)
LMT Online,lmtonline.com/,"3,600",Content Focused (CF),Local Publication (LP)
Wink TV,winknews.com/,"3,600",Content Focused (CF),Local Publication (LP)
Independent Mail,independentmail.com/,"2,900",Content Focused (CF),Local Publication (LP)
Inside Indiana Business,insideindianabusiness.com/,"2,900",Content Focused (CF),Local Publication (LP)
KIII TV,kiiitv.com/,"2,900",Content Focused (CF),Local Publication (LP)
MS News Now,msnewsnow.com/,"2,900",Content Focused (CF),Local Publication (LP)
SF Weekly,sfweekly.com/,"2,900",Content Focused (CF),Local Publication (LP)
WFXG,wfxg.com/,"2,900",Content Focused (CF),Local Publication (LP)
WIAT,wiat.com/,"2,900",Content Focused (CF),Local Publication (LP)
WSFA 12,wsfa.com/,"2,900",Content Focused (CF),Local Publication (LP)
WSIL TV,wsiltv.com/,"2,900",Content Focused (CF),Local Publication (LP)
The Daily Gazette,dailygazette.com/,"2,900",Content Focused (CF),Local Publication (LP)
Fox San Antonio,foxsanantonio.com/,"2,900",Content Focused (CF),Local Publication (LP)
JG TC,jg-tc.com/,"2,900",Content Focused (CF),Local Publication (LP)
KTVH,ktvh.com/,"2,900",Content Focused (CF),Local Publication (LP)
KXLF,kxlf.com/,"2,900",Content Focused (CF),Local Publication (LP)
Nebraska TV,nebraska.tv/,"2,900",Content Focused (CF),Local Publication (LP)
WTOV 9,wtov9.com/,"2,900",Content Focused (CF),Local Publication (LP)
Arl Now,arlnow.com/,"2,900",Content Focused (CF),Local Publication (LP)
The Bulletin,bendbulletin.com/?referrer=logo,"2,900",Content Focused (CF),Local Publication (LP)
Central Maine,centralmaine.com/,"2,900",Content Focused (CF),Local Publication (LP)
Fox 47 News,fox47news.com/,"2,900",Content Focused (CF),Local Publication (LP)
KDLT NEWS,kdlt.com/,"2,900",Content Focused (CF),Local Publication (LP)
KETV 7,ketv.com/,"2,900",Content Focused (CF),Local Publication (LP)
KGW8,kgw.com/,"2,900",Content Focused (CF),Local Publication (LP)
KMOV 4,kmov.com/,"2,900",Content Focused (CF),Local Publication (LP)
Detroit Metro Times,metrotimes.com/,"2,900",Content Focused (CF),Local Publication (LP)
TMJ 4,tmj4.com/,"2,900",Content Focused (CF),Local Publication (LP)
Action 4 News,wtae.com/,"2,900",Content Focused (CF),Local Publication (LP)
Fox 47,fox47.com/,"2,900",Content Focused (CF),Local Publication (LP)
WPDH,wpdh.com/,"2,900",Content Focused (CF),Local Publication (LP)
Fox 34,fox34.com/,"2,400",Content Focused (CF),Local Publication (LP)
Hometown Life,hometownlife.com/,"2,400",Content Focused (CF),Local Publication (LP)
Kinston,kinston.com/,"2,400",Content Focused (CF),Local Publication (LP)
NBC Right Now,nbcrightnow.com/,"2,400",Content Focused (CF),Local Publication (LP)
Shepherd Express,shepherdexpress.com/,"2,400",Content Focused (CF),Local Publication (LP)
WFLX,wflx.com/,"2,400",Content Focused (CF),Local Publication (LP)
WIS 10,wistv.com/,"2,400",Content Focused (CF),Local Publication (LP)
WRCB TV,wrcbtv.com/,"2,400",Content Focused (CF),Local Publication (LP)
The Journal Times,journaltimes.com/,"2,400",Content Focused (CF),Local Publication (LP)
KEPR TV,keprtv.com/,"2,400",Content Focused (CF),Local Publication (LP)
Chicago Business,chicagobusiness.com/,"2,400",Content Focused (CF),Local Publication (LP)
Enca,enca.com/,"2,400",Content Focused (CF),Local Publication (LP)
The Greenville News,greenvilleonline.com/,"2,400",Content Focused (CF),Local Publication (LP)
The Mercury News,mercurynews.com/,"2,400",Content Focused (CF),Local Publication (LP)
Minn Post,minnpost.com/,"2,400",Content Focused (CF),Local Publication (LP)
The Sacramento Bee,sacbee.com/,"2,400",Content Focused (CF),Local Publication (LP)
The Indy Channel,theindychannel.com/,"2,400",Content Focused (CF),Local Publication (LP)
The Maven,themaven.net/,"2,400",Content Focused (CF),Local Publication (LP)
WRAL 5,wral.com/,"2,400",Content Focused (CF),Local Publication (LP)
ABC Fox Montana,abcfoxmontana.com/,"1,900",Content Focused (CF),Local Publication (LP)
KSLA 12,ksla.com/,"1,900",Content Focused (CF),Local Publication (LP)
The Middletown Press,middletownpress.com/,"1,900",Content Focused (CF),Local Publication (LP)
Seattle Weekly,seattleweekly.com/,"1,900",Content Focused (CF),Local Publication (LP)
The Spokesman Review,spokesman.com/,"1,900",Content Focused (CF),Local Publication (LP)
WNKY,wnky.com/,"1,900",Content Focused (CF),Local Publication (LP)
The Durango Herald,durangoherald.com/,"1,900",Content Focused (CF),Local Publication (LP)
KATU 2,katu.com/,"1,900",Content Focused (CF),Local Publication (LP)
Siouxland News,siouxlandnews.com/,"1,900",Content Focused (CF),Local Publication (LP)
News 1130,citynews1130.com/,"1,900",Content Focused (CF),Local Publication (LP)
Elnuevo Herald,elnuevoherald.com/,"1,900",Content Focused (CF),Local Publication (LP)
The Fayetteville Observer,fayobserver.com/,"1,900",Content Focused (CF),Local Publication (LP)
KSBW 8,ksbw.com/,"1,900",Content Focused (CF),Local Publication (LP)
The Salt Lake Tribune,sltrib.com/,"1,900",Content Focused (CF),Local Publication (LP)
washington blade,washingtonblade.com/,"1,900",Content Focused (CF),Local Publication (LP)
WFTV 9,wftv.com/,"1,900",Content Focused (CF),Local Publication (LP)
WJTV 12,wjtv.com/,"1,900",Content Focused (CF),Local Publication (LP)
WKRN COM,wkrn.com/,"1,900",Content Focused (CF),Local Publication (LP)
Access Atlanta,accessatlanta.com,"1,900",Content Focused (CF),Local Publication (LP)
WBLM,wblm.com/,"1,900",Content Focused (CF),Local Publication (LP)
The Evening Tribune,eveningtribune.com/,"1,600",Content Focused (CF),Local Publication (LP)
LA Business Journal,labusinessjournal.com/,"1,600",Content Focused (CF),Local Publication (LP)
Memphis Daily News,memphisdailynews.com/,"1,600",Content Focused (CF),Local Publication (LP)
The Hoya,thehoya.com/,"1,600",Content Focused (CF),Local Publication (LP)
KRCG TV,krcgtv.com/,"1,600",Content Focused (CF),Local Publication (LP)
NBC 24,nbc24.com/,"1,600",Content Focused (CF),Local Publication (LP)
WFXL,wfxl.com/,"1,600",Content Focused (CF),Local Publication (LP)
13 WREX,wrex.com/,"1,600",Content Focused (CF),Local Publication (LP)
EE Times,eetimes.com/,"1,600",Content Focused (CF),Local Publication (LP)
The Wichita Eagle,kansas.com/,"1,600",Content Focused (CF),Local Publication (LP)
Marco Eagle,marconews.com/,"1,600",Content Focused (CF),Local Publication (LP)
KKCO 11 News,nbc11news.com/,"1,600",Content Focused (CF),Local Publication (LP)
WLWT5,wlwt.com/,"1,600",Content Focused (CF),Local Publication (LP)
WNCT 9,wnct.com/,"1,600",Content Focused (CF),Local Publication (LP)
WPTV 5,wptv.com/,"1,600",Content Focused (CF),Local Publication (LP)
760 KFMB,760kfmb.com/,"1,300",Content Focused (CF),Local Publication (LP)
Brooklyn Daily Eagle,brooklyneagle.com/,"1,300",Content Focused (CF),Local Publication (LP)
Colorado Independent,coloradoindependent.com/,"1,300",Content Focused (CF),Local Publication (LP)
The Daily Texan,dailytexanonline.com/,"1,300",Content Focused (CF),Local Publication (LP)
Fox19 now,fox19.com/,"1,300",Content Focused (CF),Local Publication (LP)
KY 3,ky3.com/,"1,300",Content Focused (CF),Local Publication (LP)
The DP,thedp.com/,"1,300",Content Focused (CF),Local Publication (LP)
WMAR 2 News,wmar2news.com/,"1,300",Content Focused (CF),Local Publication (LP)
ABC 6 On Your Side,abc6onyourside.com/,"1,300",Content Focused (CF),Local Publication (LP)
NBC 25 News,nbc25news.com/,"1,300",Content Focused (CF),Local Publication (LP)
The Texas Tribune,texastribune.org/,"1,300",Content Focused (CF),Local Publication (LP)
1000 Cranes,1000cranes.com/,"1,300",Content Focused (CF),Local Publication (LP)
Carolina Journal,carolinajournal.com/,"1,000",Content Focused (CF),Local Publication (LP)
CL Tampa,cltampa.com/,"1,000",Content Focused (CF),Local Publication (LP)
Northwest Georgia News,northwestgeorgianews.com/,"1,000",Content Focused (CF),Local Publication (LP)
Northwest Arkansas Democrat Gazette,nwaonline.com/,"1,000",Content Focused (CF),Local Publication (LP)
Fox Illinois,foxillinois.com/,"1,000",Content Focused (CF),Local Publication (LP)
The World Link,theworldlink.com/,"1,000",Content Focused (CF),Local Publication (LP)
Florida Trend,floridatrend.com/,"1,000",Content Focused (CF),Local Publication (LP)
KBTX TV,kbtx.com/,"1,000",Content Focused (CF),Local Publication (LP)
KIVI TV,kivitv.com/,"1,000",Content Focused (CF),Local Publication (LP)
KXII News 12,kxii.com/,"1,000",Content Focused (CF),Local Publication (LP)
The News & Observer,newsobserver.com/,"1,000",Content Focused (CF),Local Publication (LP)
KATR,ktar.com/,880,Content Focused (CF),Local Publication (LP)
Barnstable Patriot,barnstablepatriot.com/,880,Content Focused (CF),Local Publication (LP)
Chicago Now,chicagonow.com/,880,Content Focused (CF),Local Publication (LP)
Pamplin Media,pamplinmedia.com/,880,Content Focused (CF),Local Publication (LP)
The Register Citizen,registercitizen.com/,880,Content Focused (CF),Local Publication (LP)
My News 4,mynews4.com/,880,Content Focused (CF),Local Publication (LP)
JC Online,jconline.com/,880,Content Focused (CF),Local Publication (LP)
KTSM 9,ktsm.com/,880,Content Focused (CF),Local Publication (LP)
News Center 1,newscenter1.tv/,880,Content Focused (CF),Local Publication (LP)
WILX 10,wilx.com/,880,Content Focused (CF),Local Publication (LP)
5280,5280.com/,800,Content Focused (CF),Local Publication (LP)
NYU News,nyunews.com/,720,Content Focused (CF),Local Publication (LP)
The San Diego Union Tribune,sandiegouniontribune.com/,720,Content Focused (CF),Local Publication (LP)
KPLR 11,kplr11.com/,720,Content Focused (CF),Local Publication (LP)
New Orleans City Business,neworleanscitybusiness.com/,720,Content Focused (CF),Local Publication (LP)
The News Center,thenewscenter.tv/,720,Content Focused (CF),Local Publication (LP)
WSAZ 3,wsaz.com/,720,Content Focused (CF),Local Publication (LP)
WWAY 3,wwaytv3.com/,720,Content Focused (CF),Local Publication (LP)
KITV 4,kitv.com/,590,Content Focused (CF),Local Publication (LP)
SNJ Today,snjtoday.com/,590,Content Focused (CF),Local Publication (LP)
Klew TV,klewtv.com/,590,Content Focused (CF),Local Publication (LP)
The Montgomery Advertiser,montgomeryadvertiser.com/,590,Content Focused (CF),Local Publication (LP)
Boston 10,nbcboston.com/,590,Content Focused (CF),Local Publication (LP)
WSB TV 2,wsbtv.com/,590,Content Focused (CF),Local Publication (LP)
4029 TV,4029tv.com/,480,Content Focused (CF),Local Publication (LP)
Daily Free Press,dailyfreepress.com/,480,Content Focused (CF),Local Publication (LP)
The Virginia Gazette,vagazette.com/,480,Content Focused (CF),Local Publication (LP)
The Island Now,theislandnow.com/,480,Content Focused (CF),Local Publication (LP)
My NBC 5,mynbc5.com/,480,Content Focused (CF),Local Publication (LP)
QBN,qbn.com/,480,Content Focused (CF),Local Publication (LP)
River Front Times,riverfronttimes.com/,480,Content Focused (CF),Local Publication (LP)
KNUE,knue.com/,480,Content Focused (CF),Local Publication (LP)
Royal Oak Tribune,dailytribune.com/,390,Content Focused (CF),Local Publication (LP)
Hartford Business,hartfordbusiness.com/,390,Content Focused (CF),Local Publication (LP)
KSBY 6,ksby.com/,390,Content Focused (CF),Local Publication (LP)
570 News,570news.com/,390,Content Focused (CF),Local Publication (LP)
Kit CO,kitco.com/,390,Content Focused (CF),Local Publication (LP)
Local DVM,localdvm.com/,390,Content Focused (CF),Local Publication (LP)
NBC 4i,nbc4i.com/,390,Content Focused (CF),Local Publication (LP)
The Poughkeepsie Journal,poughkeepsiejournal.com/,390,Content Focused (CF),Local Publication (LP)
13 WTHR,wthr.com/,390,Content Focused (CF),Local Publication (LP)
1057 The Hawk,1057thehawk.com/,390,Content Focused (CF),Local Publication (LP)
KOAA 5 News,koaa.com/,320,Content Focused (CF),Local Publication (LP)
Greanville Post,greanvillepost.com/,320,Content Focused (CF),Local Publication (LP)
Sentinel Colorado,sentinelcolorado.com/,320,Content Focused (CF),Local Publication (LP)
Western Slope Now,westernslopenow.com/,320,Content Focused (CF),Local Publication (LP)
16 WNDU,wndu.com/,320,Content Focused (CF),Local Publication (LP)
The State Press,statepress.com/,260,Content Focused (CF),Local Publication (LP)
Fox Reno,foxreno.com/,260,Content Focused (CF),Local Publication (LP)
Herald Net,heraldnet.com/,260,Content Focused (CF),Local Publication (LP)
Michigans Thumb,michigansthumb.com/,260,Content Focused (CF),Local Publication (LP)
My AJC,myajc.com/,260,Content Focused (CF),Local Publication (LP)
WCAX3,wcax.com/,260,Content Focused (CF),Local Publication (LP)
The Daily Illini,dailyillini.com/,210,Content Focused (CF),Local Publication (LP)
CW 33,cw33.com/,210,Content Focused (CF),Local Publication (LP)
41 WMGT,41nbc.com/,210,Content Focused (CF),Local Publication (LP)
La Progressive,laprogressive.com/,170,Content Focused (CF),Local Publication (LP)
Minyanville,minyanville.com/,170,Content Focused (CF),Local Publication (LP)
San Francisco CBS Local,sanfrancisco.cbslocal.com/,170,Content Focused (CF),Local Publication (LP)
Naples Herald,naplesherald.com/,170,Content Focused (CF),Local Publication (LP)
My Fox Detroit,myfoxdetroit.com/,150,Content Focused (CF),Local Publication (LP)
1034 Kiss FM Boise,1035kissfmboise.com/,150,Content Focused (CF),Local Publication (LP)
KDAT,kdat.com/,150,Content Focused (CF),Local Publication (LP)
Gapers Block,gapersblock.com/,140,Content Focused (CF),Local Publication (LP)
RDF TV,rfdtv.com/,140,Content Focused (CF),Local Publication (LP)
6 KFDM,kfdm.com/,140,Content Focused (CF),Local Publication (LP)
New Channel 20,newschannel20.com/,140,Content Focused (CF),Local Publication (LP)
Vesti UKR,vesti-ukr.com/,140,Content Focused (CF),Local Publication (LP)
4 Washington,nbcwashington.com/,140,Content Focused (CF),Local Publication (LP)
WYFF 4,wyff4.com/,120,Content Focused (CF),Local Publication (LP)
Your Central Valley,yourcentralvalley.com/,120,Content Focused (CF),Local Publication (LP)
